text,created_at,location,friends_count,sentiment,gender,tweet_classification,age,emotion,sufferingChronic,group,Topic,severity,Remedies,Trying Home remedies with drugs
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
lying awake scrolling through twitter at am check insomnia anxiety,2020-06-25 04:27:56+00:00,"Florida, USA",683,neutral,male,Individual,19-29,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
so basically since senior year of high school i would get hours of sleep and in college would regularly pull al,2020-06-24 22:45:09+00:00,CT :(,383,positive,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
insomnia harvardmed yoga effective intervention for insomnia study sgsts wsjhealth,2020-06-26 05:28:25+00:00,SaMo Amazon  @anandaprods,2318,positive,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,Yes
tana mongeau asmr read in disney anime style whispering to help you sleep tanamongeau,2020-06-26 05:25:42+00:00,"Los Angeles, CA",2205,neutral,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
tana mongeau asmr read in disney anime style whispering to help you sleep tanamongeau,2020-06-26 05:24:39+00:00,"Los Angeles, CA",2205,neutral,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
just realized that my covid schedule which sometimes includes deep work from pmam parallels my most effective,2020-06-26 05:22:42+00:00,"Columbus, OH and DC",1630,positive,female,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
sorry guys if my posts have been all over the place ive been struggling with my sleep big time recently so whene,2020-06-26 05:22:00+00:00,,47,negative,female,Individual,>=40,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,No
bts boywithluv army insomnia v siyeon 시연 뷔 jungkook 정국 jimin 지민 jin 진 suga 韩东 yoohyeon 슈가 rm,2020-06-26 05:05:43+00:00,,300,neutral,male,Individual,>=40,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,No
other fandom lets vote for our bias insomnia we have girls we vote for one girl a day so that every girls,2020-06-26 04:45:43+00:00,,82,negative,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,No
but cant sleep insomnia,2020-06-26 04:38:09+00:00,,186,neutral,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
laying in bed listening to your partner snore for three hours when you cant sleep is the reason there are divorces,2020-06-26 04:24:13+00:00,"Johannesburg, South Africa",231,neutral,female,Individual,30-39,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
oh shit it me truefacts insomnia,2020-06-26 04:09:17+00:00,"Charlotte, NC",911,negative,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"nd night of no sleep trying to not lose it so heres my garden this morning
joyinsummer insomnia",2020-06-26 03:51:41+00:00,Bridgwater,1164,neutral,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
soo i cant sleep and havent be able to for awhile now watching sweetmagnolias and i dont want maddie back wit,2020-06-26 03:44:31+00:00,"Paterson, NJ",411,positive,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
how insomnia feels or during covid sleepmed medtwitter diwakarb rumajid aneesadas md_ritwick,2020-06-26 03:35:21+00:00,United States,3275,neutral,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
midweek insomnia kicked in earlier i managed to get back to sleep only to be awoken by the most insane thunder iv,2020-06-26 03:32:43+00:00,Dun Laoghaire,1249,negative,female,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
does anyone with sleeping issues have severe nightmares on the regular im starting to become concernedinsomnia nightmares sleeping,2020-06-26 03:24:26+00:00,"Leander, TX",64,neutral,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"goodnight all i will try to sleep but my insomnia is bad tonight 
it is am currently 
i love you and you are protected",2020-06-26 03:21:36+00:00,Interwebs ,493,negative,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
bts insomnia v 뷔 jungkook 정국 handong yoohyeon dami gahyeon goat justice jimin 지민 jin 진 suga 슈가,2020-06-26 03:21:17+00:00,,300,neutral,male,Individual,>=40,anger,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"my favourites
shutterisland shutter island
thesilenceofthelambs
nocountryforoldmen
zodiac
mullholanddrive",2020-06-26 03:17:49+00:00,,10,neutral,male,Individual,19-29,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"my favourites
shutterisland
thesilenceofthelambs
nocountryforoldmen
zodiac
mullholanddrive
gonegirl",2020-06-26 03:15:58+00:00,,10,neutral,male,Individual,19-29,indifference,no,0,0,Moderate,No clarity on remedies - Looking for help,No
lefille_ cbd is not a size fits all u want to make sure that u are using t right product w the right dosage,2020-06-26 03:07:35+00:00,USA,915,positive,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i know my husband thinks im annoying because everytime he tries to go to sleep i say hello when i cant sleep insomnia,2020-06-26 03:03:14+00:00,EARTH,2326,negative,male,Individual,19-29,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
well after days i finally crashed the problem is it was too early its gonna be long night insomnia,2020-06-26 02:52:43+00:00,,100,positive,male,Individual,19-29,sadness,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"facts
lupus autoimmune chronicillness invisibleillness sjogrens fibro endo reynauds migraines",2020-06-26 02:44:47+00:00,"Phoenix, AZ",994,neutral,female,Individual,<=18,negative-fear,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
love a thunderstorm when youre all cosy in bed thunderstorm worthing storm bed cantsleep insomnia overtired,2020-06-26 02:43:30+00:00,Worthing,144,positive,female,Individual,>=40,amusement,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
still awake might as well try and sleep in the oven it would be cooler than it is in my bedroom oh well sun,2020-06-26 02:41:01+00:00,Home,4993,neutral,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
online therapist via skype for overcoming insomnia i recommend online mindfulness therapy via skype most people s,2020-06-26 02:35:00+00:00,"Boulder CO, USA",28753,positive,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
online treatment for insomnia mindfulness therapy for insomnia via skype contact me to schedule a session watch,2020-06-26 02:15:00+00:00,"Boulder CO, USA",28753,neutral,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
i have joined club insomnia for the second night in a row isnt life grand,2020-06-26 02:06:27+00:00,"Johannesburg, South Africa",231,positive,female,Individual,30-39,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
sleepless night why dont you let me fall asleep insomnia sleeplessnight,2020-06-26 02:03:41+00:00,"Tilburg, Nederland",1119,neutral,male,Individual,30-39,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"sweet and peaceful sleep tonight knowing that your heavenly father rejoices over you with singing zephaniah 
sweetsleep insomnia",2020-06-26 02:00:19+00:00,USA,1206,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
this whole not being able to sleep and overthink is getting to me mentally and physically i was literally just hap,2020-06-26 01:48:25+00:00,United States,260,positive,female,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
online mindfulness therapy for overcoming insomnia and sleep anxiety visit,2020-06-26 01:40:00+00:00,"Boulder CO, USA",28753,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
why do women suffer more with insomnia  sleephealth goodnightssleep sleeptrouble insomniafacts,2020-06-26 01:35:03+00:00,,18,positive,male,Individual,>=40,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
online mindfulness therapist via skype for help overcoming insomnia i recommend online mindfulness therapy via sky,2020-06-26 01:15:03+00:00,"Boulder CO, USA",28753,neutral,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
"have you ever had the feeling you are not meant for this world 
insomnia",2020-06-26 01:03:28+00:00,,77,neutral,female,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hello darkness my old friendinsomnia,2020-06-26 00:56:07+00:00,"Dublin,Ireland",3847,positive,female,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
online mindfulness therapist via skype for overcoming insomnia i recommend online mindfulness therapy via skype m,2020-06-26 00:55:00+00:00,"Boulder CO, USA",28753,neutral,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
"tips to sleep better tonight via lorishemek 
sleep insomnia sleepquality health",2020-06-26 00:47:30+00:00,Dallas/International,37318,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
brilliant display of thunder amp lightning tonight over argyllshire amp some serious rain love the smell of lightning,2020-06-26 00:31:37+00:00,somewhere over the rainbow,282,positive,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
when it becomes really impossible to get away and sleep then the will to live evaporates of its own accord louis,2020-06-26 00:03:07+00:00,Islamabad,301,positive,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
so is my insomnia now going be permanent cause of covid and lockdown or im stressing over being by myself for the,2020-06-25 23:58:53+00:00,London,1847,neutral,male,Individual,>=40,sadness,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
the insomnia hashtag is kinda redundant at the moment i guess are any of us getting any sleep,2020-06-25 23:53:54+00:00,"Burntwood, UK",797,negative,male,Individual,30-39,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
sleep deprived brain how do ghosts stay in touch with eachother they use faceboo insomnia sleepdeprived,2020-06-25 23:49:25+00:00,,50,neutral,female,Individual,19-29,amusement,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
saturday going be get my house together and rest day i cant manage to do either one lately,2020-06-25 23:46:46+00:00,God's Vessel,569,negative,female,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hello insomnia now cock off or its gonna be another long ole night cantsleep,2020-06-25 23:42:48+00:00,"Lancashire, Near Chorley",3014,negative,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
